label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open_palm,0.0,0.0,0.0,-0.2678527235984802,-0.16650158166885376,-0.14670048654079437,-0.49079763889312744,-0.43244707584381104,-0.22882656753063202,-0.6522042751312256,-0.6662788391113281,-0.29804277420043945,-0.805759608745575,-0.8149775862693787,-0.3662746846675873,-0.2298009842634201,-0.9597843289375305,-0.14095160365104675,-0.2937527894973755,-1.3402849435806274,-0.23106564581394196,-0.3282785713672638,-1.5734513998031616,-0.30156633257865906,-0.34387338161468506,-1.7793959379196167,-0.35584864020347595,-0.033960796892642975,-0.9887481927871704,-0.145683154463768,-0.01605362817645073,-1.4233758449554443,-0.22220951318740845,-0.0030195009894669056,-1.7019855976104736,-0.2856290340423584,0.012018467299640179,-1.9321391582489014,-0.33622467517852783,0.14175604283809662,-0.9205890893936157,-0.1709190160036087,0.2045716494321823,-1.3117938041687012,-0.27128127217292786,0.23283839225769043,-1.5675643682479858,-0.3416471481323242,0.25375089049339294,-1.793560266494751,-0.390549898147583,0.3030833601951599,-0.77925044298172,-0.20841678977012634,0.45661118626594543,-1.0418086051940918,-0.3110334873199463,0.5586615800857544,-1.2258813381195068,-0.3657330572605133,0.6453830003738403,-1.4031938314437866,-0.4020397961139679
open_palm,0.0,0.0,0.0,-0.26598402857780457,-0.17475417256355286,-0.13783596456050873,-0.48215624690055847,-0.4430241584777832,-0.21662236750125885,-0.6411310434341431,-0.6695794463157654,-0.28423798084259033,-0.7947362661361694,-0.8070738911628723,-0.3516441881656647,-0.22238242626190186,-0.959830641746521,-0.13530763983726501,-0.2884437143802643,-1.342268466949463,-0.22422243654727936,-0.32417890429496765,-1.5795377492904663,-0.2936326265335083,-0.3413568139076233,-1.7864314317703247,-0.34703364968299866,-0.029124734923243523,-0.9890890121459961,-0.14441165328025818,-0.012819217517971992,-1.4262840747833252,-0.2204260379076004,0.0006690795416943729,-1.7080515623092651,-0.28370338678359985,0.01589249260723591,-1.9379128217697144,-0.3340044617652893,0.14506419003009796,-0.9219833016395569,-0.17308124899864197,0.2109396755695343,-1.3193542957305908,-0.2717728912830353,0.2418755441904068,-1.577256441116333,-0.3422155976295471,0.2641848623752594,-1.8037387132644653,-0.3914576470851898,0.30520325899124146,-0.7807758450508118,-0.21326026320457458,0.46232569217681885,-1.0451390743255615,-0.3131324052810669,0.5669295191764832,-1.229469656944275,-0.36635467410087585,0.6544009447097778,-1.4046090841293335,-0.40201765298843384
open_palm,0.0,0.0,0.0,-0.2663489580154419,-0.17152707278728485,-0.14542406797409058,-0.4854715168476105,-0.4388411343097687,-0.22998850047588348,-0.6533834338188171,-0.6676684021949768,-0.3027862310409546,-0.813575029373169,-0.7984960675239563,-0.37576913833618164,-0.23483094573020935,-0.9522421956062317,-0.15233980119228363,-0.29672566056251526,-1.3445303440093994,-0.2500293552875519,-0.3329160213470459,-1.588336706161499,-0.32419154047966003,-0.3529755473136902,-1.8006716966629028,-0.3802754878997803,-0.03945540636777878,-0.9861878156661987,-0.16086283326148987,-0.01568373665213585,-1.4323328733444214,-0.24422653019428253,-0.0010351804085075855,-1.7252792119979858,-0.3111935555934906,0.015418525785207748,-1.9659767150878906,-0.3632006049156189,0.13766026496887207,-0.9204797148704529,-0.18865175545215607,0.20555379986763,-1.3235276937484741,-0.294014036655426,0.23859015107154846,-1.5856202840805054,-0.36759960651397705,0.2646218240261078,-1.8117890357971191,-0.4182298183441162,0.29991817474365234,-0.7760475873947144,-0.22831498086452484,0.46262219548225403,-1.0262128114700317,-0.336315393447876,0.5722032189369202,-1.204508662223816,-0.39232492446899414,0.6658300161361694,-1.3704684972763062,-0.428387850522995
open_palm,0.0,0.0,0.0,-0.2601051330566406,-0.17362047731876373,-0.1445339471101761,-0.47965794801712036,-0.44608041644096375,-0.2298629879951477,-0.6498255729675293,-0.6776461601257324,-0.30339527130126953,-0.8120601773262024,-0.8080793619155884,-0.37739697098731995,-0.23003481328487396,-0.9563330411911011,-0.15707658231258392,-0.2883441150188446,-1.3535972833633423,-0.25488191843032837,-0.32414019107818604,-1.5979278087615967,-0.32864910364151,-0.34413161873817444,-1.8123806715011597,-0.3850903809070587,-0.03415441885590553,-0.9853619337081909,-0.16701871156692505,-0.009664487093687057,-1.4356659650802612,-0.2512572109699249,0.006424265448004007,-1.727582573890686,-0.3189781606197357,0.022862371057271957,-1.9708740711212158,-0.37212303280830383,0.1431673914194107,-0.9153932929039001,-0.1954723447561264,0.21421407163143158,-1.3208918571472168,-0.300681471824646,0.2561005651950836,-1.5824449062347412,-0.37273281812667847,0.2881530225276947,-1.8103406429290771,-0.4224613606929779,0.30450937151908875,-0.7685153484344482,-0.2357008457183838,0.46356457471847534,-1.0281082391738892,-0.34291526675224304,0.5734075307846069,-1.212265968322754,-0.3972843587398529,0.6660254597663879,-1.3834556341171265,-0.4324677288532257
open_palm,0.0,0.0,0.0,-0.2583991587162018,-0.1860232800245285,-0.1310456097126007,-0.4800650477409363,-0.47168028354644775,-0.2079685479402542,-0.6518619060516357,-0.6974061727523804,-0.275247186422348,-0.8144575357437134,-0.8119263052940369,-0.34452342987060547,-0.22319240868091583,-0.9625469446182251,-0.1447294056415558,-0.279256671667099,-1.3565993309020996,-0.236004039645195,-0.3126426339149475,-1.5976587533950806,-0.3058582842350006,-0.33065101504325867,-1.8115267753601074,-0.36020588874816895,-0.02688528411090374,-0.9869278073310852,-0.15890465676784515,0.003617300884798169,-1.4335259199142456,-0.23751939833164215,0.022872382774949074,-1.721533179283142,-0.3026452958583832,0.041389741003513336,-1.9664803743362427,-0.35484224557876587,0.14924556016921997,-0.9148075580596924,-0.19044257700443268,0.22499074041843414,-1.3142740726470947,-0.2922583520412445,0.26814916729927063,-1.5787426233291626,-0.36631476879119873,0.30039921402931213,-1.8128612041473389,-0.41799038648605347,0.3072522282600403,-0.7678280472755432,-0.23233188688755035,0.47029998898506165,-1.0272130966186523,-0.33620044589042664,0.5829488635063171,-1.208742380142212,-0.3907140791416168,0.6776753664016724,-1.3784303665161133,-0.4271271228790283
open_palm,0.0,0.0,0.0,-0.2596035599708557,-0.185338094830513,-0.13679100573062897,-0.47964367270469666,-0.45946523547172546,-0.2178097814321518,-0.6493495106697083,-0.6796765923500061,-0.2882350981235504,-0.8090749382972717,-0.7948475480079651,-0.36016684770584106,-0.21925336122512817,-0.9621329307556152,-0.1471913903951645,-0.2775094211101532,-1.3537063598632812,-0.2390742003917694,-0.310710072517395,-1.592774510383606,-0.31039345264434814,-0.3279294967651367,-1.8047940731048584,-0.3656597137451172,-0.022267069667577744,-0.9870077967643738,-0.15912215411663055,0.0063886139541864395,-1.4339958429336548,-0.23775239288806915,0.026161886751651764,-1.720929741859436,-0.3046276867389679,0.04631916433572769,-1.962966799736023,-0.3584992587566376,0.15370288491249084,-0.9154079556465149,-0.18914131820201874,0.2261911779642105,-1.3116410970687866,-0.2894205152988434,0.267784059047699,-1.5724844932556152,-0.3647703230381012,0.2993467450141907,-1.8007358312606812,-0.41809266805648804,0.31240907311439514,-0.770943284034729,-0.2301957756280899,0.47146397829055786,-1.0286260843276978,-0.3310416340827942,0.5832862854003906,-1.206288456916809,-0.3852347135543823,0.6781030893325806,-1.3706824779510498,-0.42229923605918884
open_palm,0.0,0.0,0.0,-0.25719988346099854,-0.18141256272792816,-0.13666413724422455,-0.4774388074874878,-0.4576603174209595,-0.21425949037075043,-0.6482844352722168,-0.6758029460906982,-0.28123733401298523,-0.8074951171875,-0.7868439555168152,-0.3488628566265106,-0.22064565122127533,-0.9613983035087585,-0.13911472260951996,-0.28286245465278625,-1.3477869033813477,-0.22824542224407196,-0.31687870621681213,-1.5855398178100586,-0.29765021800994873,-0.33432185649871826,-1.7948294878005981,-0.3514117896556854,-0.02665308676660061,-0.9884711503982544,-0.1490451991558075,-0.0013726369943469763,-1.4279463291168213,-0.22470642626285553,0.018449073657393456,-1.7118290662765503,-0.2885054051876068,0.03907664120197296,-1.9488838911056519,-0.339572012424469,0.14724887907505035,-0.9181517362594604,-0.177794948220253,0.21755586564540863,-1.3093132972717285,-0.2761722207069397,0.258890837430954,-1.5674020051956177,-0.3487924635410309,0.29003575444221497,-1.7929646968841553,-0.3994610011577606,0.3048120439052582,-0.7741606831550598,-0.21789677441120148,0.46410638093948364,-1.0286281108856201,-0.3177907466888428,0.5751923322677612,-1.2078584432601929,-0.37158307433128357,0.6692972779273987,-1.375857949256897,-0.4077557921409607
open_palm,0.0,0.0,0.0,-0.2596207857131958,-0.17955981194972992,-0.13691340386867523,-0.48027828335762024,-0.4564245045185089,-0.21548114717006683,-0.6537513732910156,-0.6749213337898254,-0.2838023900985718,-0.8164474368095398,-0.7805461883544922,-0.35336533188819885,-0.2225440889596939,-0.9607453346252441,-0.14143285155296326,-0.28685542941093445,-1.3486676216125488,-0.23202870786190033,-0.3213821351528168,-1.5871732234954834,-0.30228832364082336,-0.3386791944503784,-1.796755075454712,-0.35647052526474,-0.028552547097206116,-0.9879610538482666,-0.15204505622386932,-0.0042574661783874035,-1.432104468345642,-0.22913798689842224,0.013384219259023666,-1.7176918983459473,-0.2935216426849365,0.031589582562446594,-1.954086422920227,-0.3447275459766388,0.14554481208324432,-0.9187551736831665,-0.1814201921224594,0.21675847470760345,-1.3153114318847656,-0.2805675268173218,0.25377100706100464,-1.5753179788589478,-0.35355833172798157,0.2803936004638672,-1.8003454208374023,-0.40440601110458374,0.3035254180431366,-0.7758370041847229,-0.22216764092445374,0.46591413021087646,-1.0333932638168335,-0.32192370295524597,0.5763240456581116,-1.2149640321731567,-0.3758136034011841,0.6684796214103699,-1.3836374282836914,-0.41222846508026123
open_palm,0.0,0.0,0.0,-0.2577992081642151,-0.18128551542758942,-0.1353333592414856,-0.4825938045978546,-0.4547879099845886,-0.2137034684419632,-0.6629815697669983,-0.6663936972618103,-0.28248000144958496,-0.8292140960693359,-0.7659342885017395,-0.3526037037372589,-0.22596928477287292,-0.9593827724456787,-0.13979314267635345,-0.29261624813079834,-1.3485069274902344,-0.22966009378433228,-0.3276921212673187,-1.5878283977508545,-0.29889658093452454,-0.3456268906593323,-1.7972520589828491,-0.3524376153945923,-0.03154653310775757,-0.9880050420761108,-0.15116508305072784,-0.010293743573129177,-1.4345625638961792,-0.2274046689271927,0.007633141707628965,-1.7203824520111084,-0.29083412885665894,0.026454146951436996,-1.955048680305481,-0.34151607751846313,0.1440834105014801,-0.9198123216629028,-0.18131864070892334,0.21491718292236328,-1.3198864459991455,-0.28013598918914795,0.25319305062294006,-1.5812393426895142,-0.3523315191268921,0.28062188625335693,-1.8058112859725952,-0.40258321166038513,0.30427828431129456,-0.7768115997314453,-0.22277888655662537,0.4671429991722107,-1.0344085693359375,-0.32229313254356384,0.5766428112983704,-1.2179274559020996,-0.3761260509490967,0.6675589084625244,-1.3878331184387207,-0.41251060366630554
open_palm,0.0,0.0,0.0,-0.2617102563381195,-0.1796780377626419,-0.13970975577831268,-0.48668986558914185,-0.4479948878288269,-0.22113311290740967,-0.6660617589950562,-0.6577257513999939,-0.29249125719070435,-0.8308801651000977,-0.764296293258667,-0.3648625314235687,-0.22796069085597992,-0.9582750797271729,-0.14365237951278687,-0.29646873474121094,-1.3456751108169556,-0.23606230318546295,-0.3322114944458008,-1.5853378772735596,-0.3072706162929535,-0.350179523229599,-1.7940860986709595,-0.3617173731327057,-0.03303775563836098,-0.9876116514205933,-0.15340042114257812,-0.012088218703866005,-1.4333149194717407,-0.2315046191215515,0.006174485199153423,-1.720279335975647,-0.2954733073711395,0.026597270742058754,-1.9535573720932007,-0.34620943665504456,0.14277563989162445,-0.9201880097389221,-0.1825660765171051,0.213253453373909,-1.3209327459335327,-0.2828383445739746,0.2509235739707947,-1.5813883543014526,-0.35473671555519104,0.27952027320861816,-1.8051793575286865,-0.4044497311115265,0.30312618613243103,-0.7770836353302002,-0.2236061692237854,0.46508118510246277,-1.0335276126861572,-0.3248879015445709,0.5745272040367126,-1.2163162231445312,-0.37919601798057556,0.6669919490814209,-1.3851546049118042,-0.41533857583999634
